timestamp,power_kw,dataset,series_id
2013-08-14 06:00:00,12.704583,I-BLEND,Academic
2013-08-14 06:15:00,11.342814,I-BLEND,Academic
2013-08-14 06:30:00,10.049558,I-BLEND,Academic
2013-08-14 06:45:00,10.919922,I-BLEND,Academic
2013-08-14 07:00:00,11.123899,I-BLEND,Academic
2013-08-14 07:15:00,19.268418,I-BLEND,Academic
2013-08-14 07:30:00,30.562804,I-BLEND,Academic
2013-08-14 07:45:00,31.152134,I-BLEND,Academic
2013-08-14 08:00:00,35.175839,I-BLEND,Academic
2013-08-14 08:15:00,38.940569,I-BLEND,Academic
2013-08-14 08:30:00,42.701447,I-BLEND,Academic
2013-08-14 08:45:00,45.861583,I-BLEND,Academic
2013-08-14 09:00:00,46.235466,I-BLEND,Academic
2013-08-14 09:15:00,48.464148,I-BLEND,Academic
2013-08-14 09:30:00,50.753750,I-BLEND,Academic
2013-08-14 09:45:00,50.967529,I-BLEND,Academic
2013-08-14 10:00:00,52.469146,I-BLEND,Academic
2013-08-14 10:15:00,53.323103,I-BLEND,Academic
2013-08-14 10:30:00,52.356105,I-BLEND,Academic
2013-08-14 10:45:00,52.892751,I-BLEND,Academic
2013-08-14 11:00:00,53.111288,I-BLEND,Academic
2013-08-14 11:15:00,55.235937,I-BLEND,Academic
2013-08-14 11:30:00,55.397721,I-BLEND,Academic
2013-08-14 11:45:00,55.154495,I-BLEND,Academic
2013-08-14 12:00:00,54.958317,I-BLEND,Academic
2013-08-14 12:15:00,56.364457,I-BLEND,Academic
2013-08-14 12:30:00,55.968583,I-BLEND,Academic
2013-08-14 12:45:00,53.423501,I-BLEND,Academic
2013-08-14 13:00:00,50.072329,I-BLEND,Academic
2013-08-14 13:15:00,48.972229,I-BLEND,Academic
2013-08-14 13:30:00,49.654991,I-BLEND,Academic
2013-08-14 13:45:00,52.287471,I-BLEND,Academic
2013-08-14 14:00:00,50.617241,I-BLEND,Academic
2013-08-14 14:15:00,51.208034,I-BLEND,Academic
2013-08-14 14:30:00,51.178644,I-BLEND,Academic
2013-08-14 14:45:00,49.411560,I-BLEND,Academic
2013-08-14 15:00:00,50.309589,I-BLEND,Academic
2013-08-14 15:15:00,51.143223,I-BLEND,Academic
2013-08-14 15:30:00,52.072413,I-BLEND,Academic
2013-08-14 15:45:00,52.781616,I-BLEND,Academic
2013-08-14 16:00:00,50.977701,I-BLEND,Academic
2013-08-14 16:15:00,53.744577,I-BLEND,Academic
2013-08-14 16:30:00,52.356935,I-BLEND,Academic
2013-08-14 16:45:00,53.864062,I-BLEND,Academic
2013-08-14 17:00:00,50.947595,I-BLEND,Academic
2013-08-14 17:15:00,48.238485,I-BLEND,Academic
2013-08-14 17:30:00,46.627783,I-BLEND,Academic
2013-08-14 17:45:00,42.424305,I-BLEND,Academic
2013-08-14 18:00:00,36.433574,I-BLEND,Academic
2013-08-14 18:15:00,36.491822,I-BLEND,Academic
2013-08-14 18:30:00,35.963853,I-BLEND,Academic
2013-08-14 18:45:00,34.690482,I-BLEND,Academic
2013-08-14 19:00:00,35.537552,I-BLEND,Academic
2013-08-14 19:15:00,33.765475,I-BLEND,Academic
2013-08-14 19:30:00,30.492262,I-BLEND,Academic
2013-08-14 19:45:00,30.331438,I-BLEND,Academic
2013-08-14 20:00:00,27.805548,I-BLEND,Academic
2013-08-14 20:15:00,30.174116,I-BLEND,Academic
2013-08-14 20:30:00,29.667883,I-BLEND,Academic
2013-08-14 20:45:00,28.664468,I-BLEND,Academic
2013-08-14 21:00:00,26.436555,I-BLEND,Academic
2013-08-14 21:15:00,25.549512,I-BLEND,Academic
2013-08-14 21:30:00,25.879009,I-BLEND,Academic
2013-08-14 21:45:00,26.149624,I-BLEND,Academic
2013-08-14 22:00:00,26.401176,I-BLEND,Academic
2013-08-14 22:15:00,26.491385,I-BLEND,Academic
2013-08-14 22:30:00,26.377255,I-BLEND,Academic
2013-08-14 22:45:00,26.592691,I-BLEND,Academic
2013-08-14 23:00:00,25.277760,I-BLEND,Academic
2013-08-14 23:15:00,24.422625,I-BLEND,Academic
2013-08-14 23:30:00,24.078146,I-BLEND,Academic
2013-08-14 23:45:00,23.305873,I-BLEND,Academic
